patch_id,T,B,fC_0,fC,I,F,S,category
1201,0.5345397858364624,2,0.3914425016700308,0.3914425016700308,0,0,0,non_int
1202,3.800735123424987,6,0.1821842689030559,0.1821842689030559,0,0,0,non_int
1203,0.6746949919856146,1,0.27327561682649554,0.27327561682649554,0,0,0,non_int
1204,7.562116195590047,11,0.04229890165834571,0.5211494508291729,1,0,1,success
1205,1.3105612501197563,0,0.05986676675157566,0.05986676675157566,0,0,0,non_int
1206,0.46273615280042246,0,0.2533258706475031,0.2533258706475031,0,0,0,non_int
1207,0.13240931228811764,1,0.31032753495588306,0.31032753495588306,0,0,0,non_int
1208,0.4547949149368651,0,0.10675746961317473,0.10675746961317473,1,1,0,fail
1209,2.109774073711843,6,0.3702121890566148,0.3702121890566148,0,0,0,non_int
1210,0.03870406543964481,0,0.6327548610014537,0.6327548610014537,0,0,0,non_int
1211,0.10948425872471577,0,0.1596771490967942,0.1596771490967942,1,1,0,fail
1212,1.372602091200897,0,0.1738509357086655,0.1738509357086655,0,0,0,non_int
1213,0.645407036637989,1,0.7560169356477973,0.7560169356477973,0,0,0,non_int
1214,3.5179293523715622,8,0.2075750024964745,0.6037875012482372,1,0,1,success
1215,0.09198837225302933,0,0.2800008495870018,0.2800008495870018,0,0,0,non_int
1216,0.6936432612195992,2,0.33213294031119234,0.33213294031119234,0,0,0,non_int
1217,0.26673031500822036,1,0.6988234527808104,0.6988234527808104,0,0,0,non_int
1218,1.6712023863052712,3,0.07736554142042955,0.07736554142042955,0,0,0,non_int
1219,0.7691414498121203,1,0.3568276368228523,0.3568276368228523,0,0,0,non_int
1220,0.3217304891524949,1,0.12135362227729879,0.12135362227729879,1,1,0,fail
1221,0.5176176358100356,1,0.3945598930474778,0.3945598930474778,0,0,0,non_int
1222,1.2121507331874093,5,0.48887527849469065,0.48887527849469065,0,0,0,non_int
1223,1.7979674724929073,1,0.557385648790033,0.557385648790033,0,0,0,non_int
1224,0.22724116438848613,0,0.06444476930545129,0.06444476930545129,0,0,0,non_int
1225,0.4435702700593308,1,0.333363994384143,0.333363994384143,0,0,0,non_int
1226,1.5079417848251089,0,0.26260554156548965,0.26260554156548965,0,0,0,non_int
1227,0.8668964184181032,0,0.12507738153926334,0.12507738153926334,0,0,0,non_int
1228,0.0212341899878054,0,0.5903203204052888,0.5903203204052888,0,0,0,non_int
1229,2.8472596257039315,3,0.2877834022098473,0.2877834022098473,0,0,0,non_int
1230,0.6612117982753237,0,0.12909010849973274,0.12909010849973274,0,0,0,non_int
1231,16.91829031426128,27,0.015870909984248196,0.5079354549921241,1,0,1,success
1232,0.6488527918883454,1,0.0756361413790424,0.0756361413790424,0,0,0,non_int
1233,0.21529269324574515,0,0.08488361507162676,0.08488361507162676,0,0,0,non_int
1234,0.1866018120832549,1,0.346736477908704,0.346736477908704,1,1,0,fail
1235,4.333787230608212,12,0.42258500400561005,0.711292502002805,1,0,1,success
1236,0.32237078116703094,0,0.5446680432784509,0.5446680432784509,0,0,0,non_int
1237,4.527224554744537,9,0.16707610965328443,0.5835380548266422,1,0,1,success
1238,0.3092087360383293,2,0.8184721483072824,0.8184721483072824,0,0,0,non_int
1239,0.05600497241367343,0,0.01670344304306439,0.01670344304306439,0,0,0,non_int
1240,0.884075258229983,0,0.08635453090859543,0.08635453090859543,0,0,0,non_int
1241,5.261448286489074,5,0.22969706605374957,0.22969706605374957,0,0,0,non_int
1242,2.4436514144784334,5,0.2226380027496637,0.2226380027496637,0,0,0,non_int
1243,1.4349775447764321,2,0.12319688267525315,0.12319688267525315,0,0,0,non_int
1244,0.8220101410558392,3,0.2769187190349908,0.2769187190349908,0,0,0,non_int
1245,0.17187430635055612,1,0.3683797824157365,0.3683797824157365,0,0,0,non_int
1246,0.02925570839903905,0,0.6264469209285615,0.6264469209285615,0,0,0,non_int
1247,0.9153192864528379,0,0.37039218092972587,0.37039218092972587,1,1,0,fail
1248,0.44618303521360975,0,0.33836946807476914,0.33836946807476914,1,1,0,fail
1249,0.5176466284325897,1,0.2571798653654777,0.2571798653654777,1,1,0,fail
1250,0.7978822967901598,1,0.18922834861885834,0.18922834861885834,0,0,0,non_int
1251,0.09804452216636923,0,0.11527420099968336,0.11527420099968336,0,0,0,non_int
1252,0.2670652365936179,0,0.19104603584912702,0.19104603584912702,0,0,0,non_int
1253,2.076443268766919,1,0.6566489337806851,0.8283244668903426,1,0,1,success
1254,0.6130925306475808,1,0.3293628079383295,0.3293628079383295,0,0,0,non_int
1255,3.816816474176224,8,0.3398377595316147,0.3398377595316147,0,0,0,non_int
1256,13.665748316021558,24,0.054964373657516684,0.5274821868287584,1,0,1,success
1257,0.11164315949228079,0,0.17753903824244235,0.17753903824244235,1,1,0,fail
1258,1.0835626934897142,0,0.0520133837925021,0.0520133837925021,0,0,0,non_int
1259,0.005214129089313535,0,0.0017078515141211693,0.0017078515141211693,0,0,0,non_int
1260,1.2484492300087175,4,0.28948607129662984,0.28948607129662984,0,0,0,non_int
1261,0.1379019142322086,1,0.04500090390364797,0.04500090390364797,0,0,0,non_int
1262,0.8596858734634668,3,0.2795966085298698,0.2795966085298698,0,0,0,non_int
1263,0.12153428435587926,0,0.5610600463764112,0.5610600463764112,1,1,0,fail
1264,0.25933206722073754,0,0.03356664069402802,0.03356664069402802,0,0,0,non_int
1265,2.1090560739693274,0,0.08649719385893162,0.08649719385893162,0,0,0,non_int
1266,0.448317074492913,1,0.020110761191488847,0.020110761191488847,0,0,0,non_int
1267,1.3605174493881058,0,0.36996885795232665,0.6849844289761633,1,0,1,success
1268,0.7583933552452718,0,0.3031336360722216,0.3031336360722216,0,0,0,non_int
1269,9.729599190857417,19,0.38623882605368887,0.6931194130268444,1,0,1,success
1270,4.068513705062522,5,0.19643938657669385,0.19643938657669385,0,0,0,non_int
1271,0.38791858888506847,0,0.10010468969567637,0.10010468969567637,1,1,0,fail
1272,0.07348458590153518,0,0.19704843455153215,0.19704843455153215,0,0,0,non_int
1273,0.08704366965232492,0,0.04480181567365293,0.04480181567365293,0,0,0,non_int
1274,1.2985869153521103,1,0.08395985735756598,0.08395985735756598,0,0,0,non_int
1275,1.9138822343768853,2,0.18580459427155852,0.18580459427155852,0,0,0,non_int
1276,0.11210425135198879,0,0.6046673729950981,0.6046673729950981,0,0,0,non_int
1277,3.388541485866278,8,0.25475847906448973,0.6273792395322448,1,0,1,success
1278,0.21830714612460622,1,0.41770318560868125,0.41770318560868125,0,0,0,non_int
1279,2.140430704815506,4,0.3087882180627669,0.6543941090313834,1,0,1,success
1280,0.24883076175481822,0,0.0656665988159426,0.0656665988159426,1,1,0,fail
1281,3.5686157199066497,4,0.31760556371328363,0.31760556371328363,0,0,0,non_int
1282,0.02971497055719649,1,0.21085687751865648,0.21085687751865648,1,1,0,fail
1283,0.01695132756805369,0,0.050529257621528906,0.050529257621528906,1,1,0,fail
1284,0.3261806924982964,0,0.4364701010771521,0.4364701010771521,0,0,0,non_int
1285,0.00563369529645219,0,0.04524345819420787,0.04524345819420787,0,0,0,non_int
1286,1.1316303806583852,0,0.027262829848644005,0.027262829848644005,0,0,0,non_int
1287,1.1977965692072288,2,0.3842388183631577,0.3842388183631577,0,0,0,non_int
1288,1.9182593489781365,0,0.059013628685567004,0.059013628685567004,0,0,0,non_int
1289,0.2727932700699909,0,0.2870568726517577,0.2870568726517577,0,0,0,non_int
1290,0.060000818734913135,0,0.1446171064839434,0.1446171064839434,0,0,0,non_int
1291,0.21023761552767276,1,0.4207059044062969,0.4207059044062969,0,0,0,non_int
1292,0.3114114665055867,0,0.0853989057124096,0.0853989057124096,1,1,0,fail
1293,2.4853869889369373,4,0.2031015707160556,0.2031015707160556,0,0,0,non_int
1294,1.7021485964530838,3,0.16916287573090763,0.16916287573090763,0,0,0,non_int
1295,0.4543269999166008,1,0.5452189993371682,0.5452189993371682,0,0,0,non_int
1296,2.3540544187048447,3,0.042363531040313436,0.5211817655201567,1,0,1,success
1297,1.225386408910694,1,0.1747544606027517,0.5873772303013759,1,0,1,success
1298,1.0917177967524017,1,0.04229037692830556,0.04229037692830556,0,0,0,non_int
1299,1.9043472165649091,3,0.015391178821711454,0.015391178821711454,0,0,0,non_int
1300,2.2679329388037823,6,0.4828001975470627,0.4828001975470627,0,0,0,non_int
1301,4.183612427914259,3,0.187390630190528,0.187390630190528,0,0,0,non_int
1302,0.4089400020634981,0,0.30947278441383635,0.30947278441383635,0,0,0,non_int
1303,2.049173023624641,1,0.20688965533235976,0.20688965533235976,0,0,0,non_int
1304,0.353677670847842,1,0.1890205846299855,0.1890205846299855,0,0,0,non_int
1305,0.10923696771662639,0,0.6276654677956416,0.8138327338978208,1,0,1,success
1306,0.09219807994582774,0,0.5232046416902646,0.5232046416902646,0,0,0,non_int
1307,0.20304939779595185,0,0.11241964560431283,0.11241964560431283,0,0,0,non_int
1308,0.6777768006537221,0,0.0657171325754653,0.0657171325754653,0,0,0,non_int
1309,0.14397999016440888,1,0.2656128228985024,0.2656128228985024,0,0,0,non_int
1310,0.009374104887388287,0,0.03508630741779983,0.03508630741779983,0,0,0,non_int
1311,7.075775253140585,7,0.22513977400742957,0.6125698870037148,1,0,1,success
1312,9.501487679896893,14,0.14400761355447084,0.5720038067772355,1,0,1,success
1313,0.37251704879934094,1,0.16884570891018646,0.16884570891018646,0,0,0,non_int
1314,1.1581426336248068,1,0.6072107550173635,0.6072107550173635,0,0,0,non_int
1315,0.15063973683024956,0,0.01378905771913144,0.01378905771913144,0,0,0,non_int
1316,0.7140818661812757,2,0.035386488363876936,0.035386488363876936,0,0,0,non_int
1317,0.15781545150599757,0,0.5702015816974605,0.5702015816974605,0,0,0,non_int
1318,0.9241154070625832,1,0.07218304792509005,0.536091523962545,1,0,1,success
1319,0.0460997068715123,0,0.11289487261339189,0.11289487261339189,0,0,0,non_int
1320,1.6212912117951637,4,0.10013546916032143,0.10013546916032143,0,0,0,non_int
1321,0.20359404794115896,0,0.013481712696598381,0.013481712696598381,0,0,0,non_int
1322,0.12265887556473112,0,0.42707423754300244,0.42707423754300244,0,0,0,non_int
1323,0.9892825734939497,0,0.0037647578369401948,0.0037647578369401948,0,0,0,non_int
1324,0.5831035609289521,0,0.05691007638819842,0.05691007638819842,0,0,0,non_int
1325,0.7078077243096194,1,0.4033467938413028,0.4033467938413028,0,0,0,non_int
